Sample,Round,Depth,Date,Lake,Parasite,Concentration,ConcentrationLog10Plus1
C3B6,3,6,7/6/21,Cedar,Spirobacillus,321210,5.506790409
C3B7,3,7,7/6/21,Cedar,Spirobacillus,175891.5,5.245247322
C4B1,4,1,7/23/21,Cedar,Spirobacillus,290250,5.462773725
C4B2,4,2,7/23/21,Cedar,Spirobacillus,90020.5,4.954346245
C4B3,4,3,7/23/21,Cedar,Spirobacillus,155079.5,5.190557193
C4B4,4,4,7/23/21,Cedar,Spirobacillus,30594.5,4.485657555
C4B5,4,5,7/23/21,Cedar,Spirobacillus,65532,4.81646005
C4B6,4,6,7/23/21,Cedar,Spirobacillus,50155.63,4.700328349
C4B7,4,7,7/23/21,Cedar,Spirobacillus,127368.15,5.105064251
C5B1,5,1,8/2/21,Cedar,Spirobacillus,61941.5,4.79198873
C5B2,5,2,8/2/21,Cedar,Spirobacillus,76260.5,4.882305343
C5B3,5,3,8/2/21,Cedar,Spirobacillus,124592.5,5.095495386
C5B4,5,4,8/2/21,Cedar,Spirobacillus,47708.5,4.678604865
C5B5,5,5,8/2/21,Cedar,Spirobacillus,15555.25,4.191904914
C5B6,5,6,8/2/21,Cedar,Spirobacillus,17557.76,4.244493843
C5B7,5,7,8/2/21,Cedar,Spirobacillus,27206.4225,4.434687401
C6B1,6,1,8/16/21,Cedar,Spirobacillus,177848,5.250051428
C6B2,6,2,8/16/21,Cedar,Spirobacillus,125130,5.097364915
C6B3,6,3,8/16/21,Cedar,Spirobacillus,86817,4.938609777
C6B4,6,4,8/16/21,Cedar,Spirobacillus,43602,4.639516371
C6B5,6,5,8/16/21,Cedar,Spirobacillus,23327.5,4.367886815
C6B6,6,6,8/16/21,Cedar,Spirobacillus,10968.354,4.040181052
C6B7,6,7,8/16/21,Cedar,Spirobacillus,84047.155,4.924528184
C7B1,7,1,8/30/21,Cedar,Spirobacillus,43408.5,4.637584784
C7B2,7,2,8/30/21,Cedar,Spirobacillus,72283,4.859042177
C7B3,7,3,8/30/21,Cedar,Spirobacillus,41301.5,4.61597634
C7B4,7,4,8/30/21,Cedar,Spirobacillus,37431.5,4.573248833
C7B5,7,5,8/30/21,Cedar,Spirobacillus,9672.85,3.985599349
C7B6,7,6,8/30/21,Cedar,Spirobacillus,72418.3425,4.859854578
C7B7,7,7,8/30/21,Cedar,Spirobacillus,238349.86,5.377216723
C8B0,8,0,9/13/21,Cedar,Spirobacillus,14327.6,4.156203759
C8B1,8,1,9/13/21,Cedar,Spirobacillus,16180.9,4.209029513
C8B2,8,2,9/13/21,Cedar,Spirobacillus,19601.55,4.29231257
C8B3,8,3,9/13/21,Cedar,Spirobacillus,52546,4.720547926
C8B4,8,4,9/13/21,Cedar,Spirobacillus,33303.5,4.522502918
C8B5,8,5,9/13/21,Cedar,Spirobacillus,33626,4.526688124
C8B6,8,6,9/13/21,Cedar,Spirobacillus,49751,4.696810544
C9B0,9,0,9/27/21,Cedar,Spirobacillus,20833.5,4.318783082
C9B1,9,1,9/27/21,Cedar,Spirobacillus,17255.9,4.236962782
C9B2,9,2,9/27/21,Cedar,Spirobacillus,22080.5,4.344028572
C9B3,9,3,9/27/21,Cedar,Spirobacillus,19599.4,4.292264934
C9B4,9,4,9/27/21,Cedar,Spirobacillus,15770.25,4.197866116
C9B5,9,5,9/27/21,Cedar,Spirobacillus,17943.9,4.253941043
C9B6,9,6,9/27/21,Cedar,Spirobacillus,9672.85,3.985599349
C9B7,9,7,9/27/21,Cedar,Spirobacillus,24402.5,4.387452118
C10B0,10,0,10/11/21,Cedar,Spirobacillus,44526.5,4.648628312
C10B1,10,1,10/11/21,Cedar,Spirobacillus,45171.5,4.654874127
C10B2,10,2,10/11/21,Cedar,Spirobacillus,46977.5,4.671899146
C10B3,10,3,10/11/21,Cedar,Spirobacillus,40312.5,4.605450505
C10B4,10,4,10/11/21,Cedar,Spirobacillus,21865.5,4.339779274
C10B5,10,5,10/11/21,Cedar,Spirobacillus,22403,4.350325564
C10B6,10,6,10/11/21,Cedar,Spirobacillus,28186.5,4.450056559
C10B7,10,7,10/11/21,Cedar,Spirobacillus,98188.35,4.992064385
C11B0,11,0,10/25/21,Cedar,Spirobacillus,18879.15,4.27600544
C11B1,11,1,10/25/21,Cedar,Spirobacillus,14432.95,4.159385197
C11B2,11,2,10/25/21,Cedar,Spirobacillus,16810.85,4.225615506
C11B3,11,3,10/25/21,Cedar,Spirobacillus,16490.5,4.217260159
C11B4,11,4,10/25/21,Cedar,Spirobacillus,16684,4.222326211
C11B5,11,5,10/25/21,Cedar,Spirobacillus,18240.6,4.261062928
C11B6,11,6,10/25/21,Cedar,Spirobacillus,21246.3,4.32730375
C11B7,11,7,10/25/21,Cedar,Spirobacillus,16290.55,4.211962406
C12B0,12,0,11/8/21,Cedar,Spirobacillus,1438.35,3.158166412
C12B1,12,1,11/8/21,Cedar,Spirobacillus,1027.7,3.01228874
C12B2,12,2,11/8/21,Cedar,Spirobacillus,1952.2,3.290746716
C12B3,12,3,11/8/21,Cedar,Spirobacillus,1956.5,3.291701771
C12B4,12,4,11/8/21,Cedar,Spirobacillus,1335.15,3.125855216
C12B5,12,5,11/8/21,Cedar,Spirobacillus,2979.9,3.474347407
C12B6,12,6,11/8/21,Cedar,Spirobacillus,1335.15,3.125855216
C12B7,12,7,11/8/21,Cedar,Spirobacillus,3904.4,3.591665522
CW1B1,1,1,6/11/21,CrookedW,Blastulidium,0,0
CW1B2,1,2,6/11/21,CrookedW,Blastulidium,0,0
CW1B3,1,3,6/11/21,CrookedW,Blastulidium,125.61375,2.102480872
CW1B4,1,4,6/11/21,CrookedW,Blastulidium,153.725,2.189560491
CW1B5,1,5,6/11/21,CrookedW,Blastulidium,54.18,1.741781696
CW1B6a,1,6,6/11/21,CrookedW,Blastulidium,1909.40425,3.281125276
CW2B1,2,1,6/21/21,CrookedW,Blastulidium,0,0
CW2B2,2,2,6/21/21,CrookedW,Blastulidium,206.4,2.316808752
CW2B3,2,3,6/21/21,CrookedW,Blastulidium,0,0
CW2B4,2,4,6/21/21,CrookedW,Blastulidium,0,0
CW2B5,2,5,6/21/21,CrookedW,Blastulidium,103.2,2.017867719
CW2B6,2,6,6/21/21,CrookedW,Blastulidium,307.45,2.489184775
CW3B1,3,1,7/6/21,CrookedW,Blastulidium,0,0
CW3B2,3,2,7/6/21,CrookedW,Blastulidium,0,0
CW3B3,3,3,7/6/21,CrookedW,Blastulidium,0,0
CW3B4,3,4,7/6/21,CrookedW,Blastulidium,0,0
CW3B5,3,5,7/6/21,CrookedW,Blastulidium,0,0
CW3B6,3,6,7/6/21,CrookedW,Blastulidium,0,0
CW4B1,4,1,7/23/21,CrookedW,Blastulidium,0,0
CW4B2,4,2,7/23/21,CrookedW,Blastulidium,0,0
CW4B3,4,3,7/23/21,CrookedW,Blastulidium,0,0
CW4B4,4,4,7/23/21,CrookedW,Blastulidium,0,0
CW4B5,4,5,7/23/21,CrookedW,Blastulidium,0,0
CW5B1,5,1,8/2/21,CrookedW,Blastulidium,0,0
CW5B2,5,2,8/2/21,CrookedW,Blastulidium,0,0
CW5B3,5,3,8/2/21,CrookedW,Blastulidium,103.2,2.017867719
CW5B4,5,4,8/2/21,CrookedW,Blastulidium,0,0
CW5B5,5,5,8/2/21,CrookedW,Blastulidium,0,0
CW5B6,5,6,8/2/21,CrookedW,Blastulidium,0,0
CW6B1,6,1,8/16/21,CrookedW,Blastulidium,0,0
CW6B2,6,2,8/16/21,CrookedW,Blastulidium,0,0
CW6B3,6,3,8/16/21,CrookedW,Blastulidium,0,0
CW6B4,6,4,8/16/21,CrookedW,Blastulidium,0,0
CW6B5,6,5,8/16/21,CrookedW,Blastulidium,0,0
CW6B6,6,6,8/16/21,CrookedW,Blastulidium,688.559,2.838571431
CW7B1,7,1,8/30/21,CrookedW,Blastulidium,0,0
CW7B2,7,2,8/30/21,CrookedW,Blastulidium,0,0
CW7B3,7,3,8/30/21,CrookedW,Blastulidium,0,0
CW7B4,7,4,8/30/21,CrookedW,Blastulidium,0,0
CW7B5,7,5,8/30/21,CrookedW,Blastulidium,0,0
CW7B6,7,6,8/30/21,CrookedW,Blastulidium,0,0
CW8B0,8,0,9/13/21,CrookedW,Blastulidium,206.4,2.316808752
CW8B1,8,1,9/13/21,CrookedW,Blastulidium,103.2,2.017867719
CW8B2,8,2,9/13/21,CrookedW,Blastulidium,0,0
CW8B3,8,3,9/13/21,CrookedW,Blastulidium,412.8,2.616790486
CW8B4,8,4,9/13/21,CrookedW,Blastulidium,0,0
CW8B5,8,5,9/13/21,CrookedW,Blastulidium,0,0
CW8B6,8,6,9/13/21,CrookedW,Blastulidium,1027.7,3.01228874
CW9B0,9,0,9/27/21,CrookedW,Blastulidium,617.05,2.791023611
CW9B1,9,1,9/27/21,CrookedW,Blastulidium,103.2,2.017867719
CW9B2,9,2,9/27/21,CrookedW,Blastulidium,103.2,2.017867719
CW9B3,9,3,9/27/21,CrookedW,Blastulidium,410.65,2.61452812
CW9B4,9,4,9/27/21,CrookedW,Blastulidium,410.65,2.61452812
CW9B5,9,5,9/27/21,CrookedW,Blastulidium,1231.95,3.090945465
CW9B6,9,6,9/27/21,CrookedW,Blastulidium,3596.95,3.556055124
CW10B0,10,0,10/11/21,CrookedW,Blastulidium,103.2,2.017867719
CW10B1,10,1,10/11/21,CrookedW,Blastulidium,103.2,2.017867719
CW10B2,10,2,10/11/21,CrookedW,Blastulidium,0,0
CW10B3,10,3,10/11/21,CrookedW,Blastulidium,513.85,2.711680717
CW10B4,10,4,10/11/21,CrookedW,Blastulidium,0,0
CW10B5,10,5,10/11/21,CrookedW,Blastulidium,0,0
CW10B6,10,6,10/11/21,CrookedW,Blastulidium,9260.05,3.966660229
CW11B0,11,0,10/25/21,CrookedW,Blastulidium,410.65,2.61452812
CW11B1,11,1,10/25/21,CrookedW,Blastulidium,513.85,2.711680717
CW11B2,11,2,10/25/21,CrookedW,Blastulidium,0,0
CW11B3,11,3,10/25/21,CrookedW,Blastulidium,206.4,2.316808752
CW11B4,11,4,10/25/21,CrookedW,Blastulidium,0,0
CW11B5,11,5,10/25/21,CrookedW,Blastulidium,1234.1,3.091702122
CW11B6,11,6,10/25/21,CrookedW,Blastulidium,410.65,2.61452812
CW12B0,12,0,11/8/21,CrookedW,Blastulidium,0,0
CW12B1,12,1,11/8/21,CrookedW,Blastulidium,0,0
CW12B2,12,2,11/8/21,CrookedW,Blastulidium,0,0
CW12B3,12,3,11/8/21,CrookedW,Blastulidium,0,0
CW12B4,12,4,11/8/21,CrookedW,Blastulidium,206.4,2.316808752
CW12B5,12,5,11/8/21,CrookedW,Blastulidium,103.2,2.017867719
CW12B6,12,6,11/8/21,CrookedW,Blastulidium,1128.75,3.05298235
CW1B1,1,1,6/11/21,CrookedW,Ordospora,0,0
CW1B2,1,2,6/11/21,CrookedW,Ordospora,51.6,1.720985744
CW1B3,1,3,6/11/21,CrookedW,Ordospora,0,0
CW1B4,1,4,6/11/21,CrookedW,Ordospora,51.6,1.720985744
CW1B5,1,5,6/11/21,CrookedW,Ordospora,0,0
CW1B6a,1,6,6/11/21,CrookedW,Ordospora,0,0
CW2B1,2,1,6/21/21,CrookedW,Ordospora,0,0
CW2B2,2,2,6/21/21,CrookedW,Ordospora,103.2,2.017867719
CW2B3,2,3,6/21/21,CrookedW,Ordospora,103.2,2.017867719
CW2B4,2,4,6/21/21,CrookedW,Ordospora,103.2,2.017867719
CW2B5,2,5,6/21/21,CrookedW,Ordospora,0,0
CW2B6,2,6,6/21/21,CrookedW,Ordospora,103.2,2.017867719
CW3B1,3,1,7/6/21,CrookedW,Ordospora,206.4,2.316808752
CW3B2,3,2,7/6/21,CrookedW,Ordospora,0,0
CW3B3,3,3,7/6/21,CrookedW,Ordospora,617.05,2.791023611
CW3B4,3,4,7/6/21,CrookedW,Ordospora,410.65,2.61452812
CW3B5,3,5,7/6/21,CrookedW,Ordospora,5656.65,3.752636077
CW3B6,3,6,7/6/21,CrookedW,Ordospora,1542.625,3.188541804
CW4B1,4,1,7/23/21,CrookedW,Ordospora,2571.4,3.410338501
CW4B2,4,2,7/23/21,CrookedW,Ordospora,1849,3.267171728
CW4B3,4,3,7/23/21,CrookedW,Ordospora,1029.85,3.013195475
CW4B4,4,4,7/23/21,CrookedW,Ordospora,1747.95,3.242777394
CW4B5,4,5,7/23/21,CrookedW,Ordospora,513.85,2.711680717
CW5B1,5,1,8/2/21,CrookedW,Ordospora,307.45,2.489184775
CW5B2,5,2,8/2/21,CrookedW,Ordospora,206.4,2.316808752
CW5B3,5,3,8/2/21,CrookedW,Ordospora,720.25,2.858085826
CW5B4,5,4,8/2/21,CrookedW,Ordospora,1027.7,3.01228874
CW5B5,5,5,8/2/21,CrookedW,Ordospora,103.2,2.017867719
CW5B6,5,6,8/2/21,CrookedW,Ordospora,2365,3.37401474
CW6B1,6,1,8/16/21,CrookedW,Ordospora,103.2,2.017867719
CW6B2,6,2,8/16/21,CrookedW,Ordospora,103.2,2.017867719
CW6B3,6,3,8/16/21,CrookedW,Ordospora,103.2,2.017867719
CW6B4,6,4,8/16/21,CrookedW,Ordospora,718.1,2.856789289
CW6B5,6,5,8/16/21,CrookedW,Ordospora,103.2,2.017867719
CW6B6,6,6,8/16/21,CrookedW,Ordospora,27124.615,4.433379593
CW7B1,7,1,8/30/21,CrookedW,Ordospora,206.4,2.316808752
CW7B2,7,2,8/30/21,CrookedW,Ordospora,103.2,2.017867719
CW7B3,7,3,8/30/21,CrookedW,Ordospora,0,0
CW7B4,7,4,8/30/21,CrookedW,Ordospora,103.2,2.017867719
CW7B5,7,5,8/30/21,CrookedW,Ordospora,410.65,2.61452812
CW7B6,7,6,8/30/21,CrookedW,Ordospora,22225.625,4.346873522
CW8B0,8,0,9/13/21,CrookedW,Ordospora,410.65,2.61452812
CW8B1,8,1,9/13/21,CrookedW,Ordospora,410.65,2.61452812
CW8B2,8,2,9/13/21,CrookedW,Ordospora,410.65,2.61452812
CW8B3,8,3,9/13/21,CrookedW,Ordospora,513.85,2.711680717
CW8B4,8,4,9/13/21,CrookedW,Ordospora,1541.55,3.18823925
CW8B5,8,5,9/13/21,CrookedW,Ordospora,617.05,2.791023611
CW8B6,8,6,9/13/21,CrookedW,Ordospora,8335.55,3.920986359
CW9B0,9,0,9/27/21,CrookedW,Ordospora,103.2,2.017867719
CW9B1,9,1,9/27/21,CrookedW,Ordospora,206.4,2.316808752
CW9B2,9,2,9/27/21,CrookedW,Ordospora,307.45,2.489184775
CW9B3,9,3,9/27/21,CrookedW,Ordospora,0,0
CW9B4,9,4,9/27/21,CrookedW,Ordospora,0,0
CW9B5,9,5,9/27/21,CrookedW,Ordospora,0,0
CW9B6,9,6,9/27/21,CrookedW,Ordospora,8124.85,3.909868801
CW10B0,10,0,10/11/21,CrookedW,Ordospora,103.2,2.017867719
CW10B1,10,1,10/11/21,CrookedW,Ordospora,103.2,2.017867719
CW10B2,10,2,10/11/21,CrookedW,Ordospora,0,0
CW10B3,10,3,10/11/21,CrookedW,Ordospora,0,0
CW10B4,10,4,10/11/21,CrookedW,Ordospora,0,0
CW10B5,10,5,10/11/21,CrookedW,Ordospora,206.4,2.316808752
CW10B6,10,6,10/11/21,CrookedW,Ordospora,2672.45,3.427072066
CW11B0,11,0,10/25/21,CrookedW,Ordospora,103.2,2.017867719
CW11B1,11,1,10/25/21,CrookedW,Ordospora,410.65,2.61452812
CW11B2,11,2,10/25/21,CrookedW,Ordospora,206.4,2.316808752
CW11B3,11,3,10/25/21,CrookedW,Ordospora,206.4,2.316808752
CW11B4,11,4,10/25/21,CrookedW,Ordospora,103.2,2.017867719
CW11B5,11,5,10/25/21,CrookedW,Ordospora,206.4,2.316808752
CW11B6,11,6,10/25/21,CrookedW,Ordospora,103.2,2.017867719
CW12B0,12,0,11/8/21,CrookedW,Ordospora,103.2,2.017867719
CW12B1,12,1,11/8/21,CrookedW,Ordospora,0,0
CW12B2,12,2,11/8/21,CrookedW,Ordospora,103.2,2.017867719
CW12B3,12,3,11/8/21,CrookedW,Ordospora,0,0
CW12B4,12,4,11/8/21,CrookedW,Ordospora,103.2,2.017867719
CW12B5,12,5,11/8/21,CrookedW,Ordospora,0,0
CW12B6,12,6,11/8/21,CrookedW,Ordospora,103.2,2.017867719
CW1B1,1,1,6/11/21,CrookedW,Metschnikowia,410.65,2.61452812
CW1B2,1,2,6/11/21,CrookedW,Metschnikowia,51.6,1.720985744
CW1B3,1,3,6/11/21,CrookedW,Metschnikowia,252.54975,2.404063187
CW1B4,1,4,6/11/21,CrookedW,Metschnikowia,308.525,2.490695732
CW1B5,1,5,6/11/21,CrookedW,Metschnikowia,323.95125,2.511818212
CW1B6a,1,6,6/11/21,CrookedW,Metschnikowia,0,0
CW2B1,2,1,6/21/21,CrookedW,Metschnikowia,0,0
CW2B2,2,2,6/21/21,CrookedW,Metschnikowia,103.2,2.017867719
CW2B3,2,3,6/21/21,CrookedW,Metschnikowia,0,0
CW2B4,2,4,6/21/21,CrookedW,Metschnikowia,0,0
CW2B5,2,5,6/21/21,CrookedW,Metschnikowia,103.2,2.017867719
CW2B6,2,6,6/21/21,CrookedW,Metschnikowia,0,0
CW3B1,3,1,7/6/21,CrookedW,Metschnikowia,103.2,2.017867719
CW3B2,3,2,7/6/21,CrookedW,Metschnikowia,103.2,2.017867719
CW3B3,3,3,7/6/21,CrookedW,Metschnikowia,103.2,2.017867719
CW3B4,3,4,7/6/21,CrookedW,Metschnikowia,0,0
CW3B5,3,5,7/6/21,CrookedW,Metschnikowia,0,0
CW3B6,3,6,7/6/21,CrookedW,Metschnikowia,0,0
CW4B1,4,1,7/23/21,CrookedW,Metschnikowia,0,0
CW4B2,4,2,7/23/21,CrookedW,Metschnikowia,0,0
CW4B3,4,3,7/23/21,CrookedW,Metschnikowia,0,0
CW4B4,4,4,7/23/21,CrookedW,Metschnikowia,103.2,2.017867719
CW4B5,4,5,7/23/21,CrookedW,Metschnikowia,103.2,2.017867719
CW5B1,5,1,8/2/21,CrookedW,Metschnikowia,0,0
CW5B2,5,2,8/2/21,CrookedW,Metschnikowia,206.4,2.316808752
CW5B3,5,3,8/2/21,CrookedW,Metschnikowia,0,0
CW5B4,5,4,8/2/21,CrookedW,Metschnikowia,0,0
CW5B5,5,5,8/2/21,CrookedW,Metschnikowia,0,0
CW5B6,5,6,8/2/21,CrookedW,Metschnikowia,0,0
CW6B1,6,1,8/16/21,CrookedW,Metschnikowia,0,0
CW6B2,6,2,8/16/21,CrookedW,Metschnikowia,103.2,2.017867719
CW6B3,6,3,8/16/21,CrookedW,Metschnikowia,103.2,2.017867719
CW6B4,6,4,8/16/21,CrookedW,Metschnikowia,0,0
CW6B5,6,5,8/16/21,CrookedW,Metschnikowia,103.2,2.017867719
CW6B6,6,6,8/16/21,CrookedW,Metschnikowia,0,0
CW7B1,7,1,8/30/21,CrookedW,Metschnikowia,0,0
CW7B2,7,2,8/30/21,CrookedW,Metschnikowia,103.2,2.017867719
CW7B3,7,3,8/30/21,CrookedW,Metschnikowia,103.2,2.017867719
CW7B4,7,4,8/30/21,CrookedW,Metschnikowia,206.4,2.316808752
CW7B5,7,5,8/30/21,CrookedW,Metschnikowia,307.45,2.489184775
CW7B6,7,6,8/30/21,CrookedW,Metschnikowia,0,0
CW8B0,8,0,9/13/21,CrookedW,Metschnikowia,103.2,2.017867719
CW8B1,8,1,9/13/21,CrookedW,Metschnikowia,103.2,2.017867719
CW8B2,8,2,9/13/21,CrookedW,Metschnikowia,0,0
CW8B3,8,3,9/13/21,CrookedW,Metschnikowia,309.6,2.492201451
CW8B4,8,4,9/13/21,CrookedW,Metschnikowia,103.2,2.017867719
CW8B5,8,5,9/13/21,CrookedW,Metschnikowia,0,0
CW8B6,8,6,9/13/21,CrookedW,Metschnikowia,103.2,2.017867719
CW9B0,9,0,9/27/21,CrookedW,Metschnikowia,0,0
CW9B1,9,1,9/27/21,CrookedW,Metschnikowia,103.2,2.017867719
CW9B2,9,2,9/27/21,CrookedW,Metschnikowia,206.4,2.316808752
CW9B3,9,3,9/27/21,CrookedW,Metschnikowia,103.2,2.017867719
CW9B4,9,4,9/27/21,CrookedW,Metschnikowia,103.2,2.017867719
CW9B5,9,5,9/27/21,CrookedW,Metschnikowia,103.2,2.017867719
CW9B6,9,6,9/27/21,CrookedW,Metschnikowia,0,0
CW10B0,10,0,10/11/21,CrookedW,Metschnikowia,0,0
CW10B1,10,1,10/11/21,CrookedW,Metschnikowia,0,0
CW10B2,10,2,10/11/21,CrookedW,Metschnikowia,0,0
CW10B3,10,3,10/11/21,CrookedW,Metschnikowia,0,0
CW10B4,10,4,10/11/21,CrookedW,Metschnikowia,103.2,2.017867719
CW10B5,10,5,10/11/21,CrookedW,Metschnikowia,0,0
CW10B6,10,6,10/11/21,CrookedW,Metschnikowia,307.45,2.489184775
CW11B0,11,0,10/25/21,CrookedW,Metschnikowia,307.45,2.489184775
CW11B1,11,1,10/25/21,CrookedW,Metschnikowia,206.4,2.316808752
CW11B2,11,2,10/25/21,CrookedW,Metschnikowia,0,0
CW11B3,11,3,10/25/21,CrookedW,Metschnikowia,307.45,2.489184775
CW11B4,11,4,10/25/21,CrookedW,Metschnikowia,103.2,2.017867719
CW11B5,11,5,10/25/21,CrookedW,Metschnikowia,412.8,2.616790486
CW11B6,11,6,10/25/21,CrookedW,Metschnikowia,307.45,2.489184775
CW12B0,12,0,11/8/21,CrookedW,Metschnikowia,103.2,2.017867719
CW12B1,12,1,11/8/21,CrookedW,Metschnikowia,206.4,2.316808752
CW12B2,12,2,11/8/21,CrookedW,Metschnikowia,103.2,2.017867719
CW12B3,12,3,11/8/21,CrookedW,Metschnikowia,103.2,2.017867719
CW12B4,12,4,11/8/21,CrookedW,Metschnikowia,206.4,2.316808752
CW12B5,12,5,11/8/21,CrookedW,Metschnikowia,103.2,2.017867719
CW12B6,12,6,11/8/21,CrookedW,Metschnikowia,204.25,2.312283166
CW1B1,1,1,6/11/21,CrookedW,Pasteuria,0,0
CW1B2,1,2,6/11/21,CrookedW,Pasteuria,0,0
CW1B3,1,3,6/11/21,CrookedW,Pasteuria,63.468,1.809344197
CW1B4,1,4,6/11/21,CrookedW,Pasteuria,0,0
CW1B5,1,5,6/11/21,CrookedW,Pasteuria,0,0
CW1B6a,1,6,6/11/21,CrookedW,Pasteuria,434.20325,2.63869213
CW2B1,2,1,6/21/21,CrookedW,Pasteuria,0,0
CW2B2,2,2,6/21/21,CrookedW,Pasteuria,0,0
CW2B3,2,3,6/21/21,CrookedW,Pasteuria,103.2,2.017867719
CW2B4,2,4,6/21/21,CrookedW,Pasteuria,103.2,2.017867719
CW2B5,2,5,6/21/21,CrookedW,Pasteuria,103.2,2.017867719
CW2B6,2,6,6/21/21,CrookedW,Pasteuria,0,0
CW3B1,3,1,7/6/21,CrookedW,Pasteuria,103.2,2.017867719
CW3B2,3,2,7/6/21,CrookedW,Pasteuria,0,0
CW3B3,3,3,7/6/21,CrookedW,Pasteuria,103.2,2.017867719
CW3B4,3,4,7/6/21,CrookedW,Pasteuria,0,0
CW3B5,3,5,7/6/21,CrookedW,Pasteuria,204.25,2.312283166
CW3B6,3,6,7/6/21,CrookedW,Pasteuria,4106.5,3.613577572
CW4B1,4,1,7/23/21,CrookedW,Pasteuria,0,0
CW4B2,4,2,7/23/21,CrookedW,Pasteuria,0,0
CW4B3,4,3,7/23/21,CrookedW,Pasteuria,103.2,2.017867719
CW4B4,4,4,7/23/21,CrookedW,Pasteuria,103.2,2.017867719
CW4B5,4,5,7/23/21,CrookedW,Pasteuria,0,0
CW5B1,5,1,8/2/21,CrookedW,Pasteuria,0,0
CW5B2,5,2,8/2/21,CrookedW,Pasteuria,0,0
CW5B3,5,3,8/2/21,CrookedW,Pasteuria,0,0
CW5B4,5,4,8/2/21,CrookedW,Pasteuria,103.2,2.017867719
CW5B5,5,5,8/2/21,CrookedW,Pasteuria,0,0
CW5B6,5,6,8/2/21,CrookedW,Pasteuria,103.2,2.017867719
CW6B1,6,1,8/16/21,CrookedW,Pasteuria,0,0
CW6B2,6,2,8/16/21,CrookedW,Pasteuria,0,0
CW6B3,6,3,8/16/21,CrookedW,Pasteuria,0,0
CW6B4,6,4,8/16/21,CrookedW,Pasteuria,0,0
CW6B5,6,5,8/16/21,CrookedW,Pasteuria,0,0
CW6B6,6,6,8/16/21,CrookedW,Pasteuria,0,0
CW7B1,7,1,8/30/21,CrookedW,Pasteuria,103.2,2.017867719
CW7B2,7,2,8/30/21,CrookedW,Pasteuria,103.2,2.017867719
CW7B3,7,3,8/30/21,CrookedW,Pasteuria,0,0
CW7B4,7,4,8/30/21,CrookedW,Pasteuria,0,0
CW7B5,7,5,8/30/21,CrookedW,Pasteuria,103.2,2.017867719
CW7B6,7,6,8/30/21,CrookedW,Pasteuria,0,0
CW8B0,8,0,9/13/21,CrookedW,Pasteuria,0,0
CW8B1,8,1,9/13/21,CrookedW,Pasteuria,103.2,2.017867719
CW8B2,8,2,9/13/21,CrookedW,Pasteuria,0,0
CW8B3,8,3,9/13/21,CrookedW,Pasteuria,206.4,2.316808752
CW8B4,8,4,9/13/21,CrookedW,Pasteuria,103.2,2.017867719
CW8B5,8,5,9/13/21,CrookedW,Pasteuria,0,0
CW8B6,8,6,9/13/21,CrookedW,Pasteuria,617.05,2.791023611
CW9B0,9,0,9/27/21,CrookedW,Pasteuria,103.2,2.017867719
CW9B1,9,1,9/27/21,CrookedW,Pasteuria,206.4,2.316808752
CW9B2,9,2,9/27/21,CrookedW,Pasteuria,0,0
CW9B3,9,3,9/27/21,CrookedW,Pasteuria,206.4,2.316808752
CW9B4,9,4,9/27/21,CrookedW,Pasteuria,0,0
CW9B5,9,5,9/27/21,CrookedW,Pasteuria,0,0
CW9B6,9,6,9/27/21,CrookedW,Pasteuria,307.45,2.489184775
CW10B0,10,0,10/11/21,CrookedW,Pasteuria,0,0
CW10B1,10,1,10/11/21,CrookedW,Pasteuria,0,0
CW10B2,10,2,10/11/21,CrookedW,Pasteuria,0,0
CW10B3,10,3,10/11/21,CrookedW,Pasteuria,0,0
CW10B4,10,4,10/11/21,CrookedW,Pasteuria,0,0
CW10B5,10,5,10/11/21,CrookedW,Pasteuria,0,0
CW10B6,10,6,10/11/21,CrookedW,Pasteuria,0,0
CW11B0,11,0,10/25/21,CrookedW,Pasteuria,0,0
CW11B1,11,1,10/25/21,CrookedW,Pasteuria,103.2,2.017867719
CW11B2,11,2,10/25/21,CrookedW,Pasteuria,0,0
CW11B3,11,3,10/25/21,CrookedW,Pasteuria,0,0
CW11B4,11,4,10/25/21,CrookedW,Pasteuria,0,0
CW11B5,11,5,10/25/21,CrookedW,Pasteuria,206.4,2.316808752
CW11B6,11,6,10/25/21,CrookedW,Pasteuria,206.4,2.316808752
CW12B0,12,0,11/8/21,CrookedW,Pasteuria,0,0
CW12B1,12,1,11/8/21,CrookedW,Pasteuria,0,0
CW12B2,12,2,11/8/21,CrookedW,Pasteuria,0,0
CW12B3,12,3,11/8/21,CrookedW,Pasteuria,307.45,2.489184775
CW12B4,12,4,11/8/21,CrookedW,Pasteuria,103.2,2.017867719
CW12B5,12,5,11/8/21,CrookedW,Pasteuria,0,0
CW12B6,12,6,11/8/21,CrookedW,Pasteuria,0,0
CW1B1,1,1,6/11/21,CrookedW,Spirobacillus,4269.9,3.630519403
CW1B2,1,2,6/11/21,CrookedW,Spirobacillus,4477.375,3.651120457
CW1B3,1,3,6/11/21,CrookedW,Spirobacillus,5690.964,3.755262145
CW1B4,1,4,6/11/21,CrookedW,Spirobacillus,12996.75,4.113868179
CW1B5,1,5,6/11/21,CrookedW,Spirobacillus,1834.21875,3.263687838
